wordid,lemma,synsetid,senseid,pos,lexdomainid,definition,lastmodifier,sumo
59800,Jonah,111089868,60257,n,0,(Lumang Tipan) ayaw ni Jonah na maging isang manhuhula kaya si God ay gumawa ng isang malakas na bagyo para ihagis siya sa isang barko,1,Human
59800,Jonah,110224446,60386,n,18,taong malas,1,Human
59967,jinx,110224446,60385,n,18,taong malas,1,Human
59801,Book_of_Micah,106440102,60201,n,0,isang libro sa lumang tipan na naglalarawan ng mga hula ni Micah,1,Text
59802,Micah,106440102,60202,n,0,isang libro sa lumang tipan na naglalarawan ng mga hula ni Micah,1,Text
59803,Micheas,106440102,60203,n,0,isang libro sa lumang tipan na naglalarawan ng mga hula ni Micah,1,Text
59802,Micah,111178059,60393,n,18,isang mababang propeta sa Hebrew (8th siglo BC),1,Human
59803,Micheas,111178059,60394,n,18,isang mababang propeta sa Hebrew (8th siglo BC),1,Human
59804,Book_of_Nahum,106440313,60204,n,0,isang libro sa lumang tipan na nagkukuwento ng mga hula ni Nahum,1,Text
59805,Nahum,106440313,60205,n,0,isang libro sa lumang tipan na nagkukuwento ng mga hula ni Nahum,1,Text
59805,Nahum,111199137,60407,n,18,isang mababang propeta sa Hebrew noon 7th siglo BC,1,Human
59806,Book_of_Habakkuk,106440489,60206,n,0,isang libro sa lumang tipan na nagkukuwento ng mga hula ni Habakkuk,1,Text
59807,Habacuc,106440489,60207,n,0,isang libro sa lumang tipan na nagkukuwento ng mga hula ni Habakkuk,1,Text
59808,Habakkuk,106440489,60208,n,0,isang libro sa lumang tipan na nagkukuwento ng mga hula ni Habakkuk,1,Text
59808,Habakkuk,111021100,60371,n,18,isang mababa na propeta sa Hebrew,1,Human
59815,Septuagint,106448397,60215,n,0,ang pinakalumang Griyego bersyon ng Lumang Tipan,1,Text
59816,Laws,106451891,60216,n,0,ang una sa tatlong dibisyon ng kasulata ng Hebrew,1,subsumesContentClass
59817,Pentateuch,106451891,60217,n,0,ang una sa tatlong dibisyon ng kasulata ng Hebrew,1,subsumesContentClass
59818,Torah,106451891,60218,n,0,ang una sa tatlong dibisyon ng kasulata ng Hebrew,1,subsumesContentClass
59819,Fall_of_Man,107418146,60219,n,0,"(Judeo-Kristiyano mitolohiya) noon kinain ni Adam and Eve ang mansanas, pinalayas sila ni God sa Garden of Eden at na punta sila sa mundo nayon",1,SubjectiveAssessmentAttribute
59820,manna,107860629,60220,n,0,(Lumang Tipan) pagkain na ibinigay ni God sa mga Israelite sa panahon ng Exodus,1,Food
59821,manna_from_heaven,107860629,60221,n,0,(Lumang Tipan) pagkain na ibinigay ni God sa mga Israelite sa panahon ng Exodus,1,Food
59822,miraculous_food,107860629,60222,n,0,(Lumang Tipan) pagkain na ibinigay ni God sa mga Israelite sa panahon ng Exodus,1,Food
59825,Sodom,108795654,60225,n,0,(Lumang Tipan) sinaunang lungsod na malapit sa Dead Sea na sinira ni God dahil sa mga kasalanan nila,1,City
59826,Gomorrah,108795974,60226,n,0,(Lumang Tipan) sinaunang lungsod na malapit sa Dead Sea na sinira ni God dahil sa mga kasalanan nila,1,City
59827,Gomorrha,108795974,60227,n,0,(Lumang Tipan) sinaunang lungsod na malapit sa Dead Sea na sinira ni God dahil sa mga kasalanan nila,1,City
59828,Eve,109586743,60229,n,0,(Lumang Tipan) asa ni Adam sa Judeo-Kristiyano mitolohiya,1,Human
59829,Cain,109586994,60230,n,0,"(Lumang Tipan) Cain at Abel ang unang anak ni Adam at Eve, pinatay ni Cain si Abel dahil sa selos at pinalayas ni God",1,Human
59830,Ham,110158222,60233,n,0,(Lumang Tipan) anak ni Noah,1,Man
59831,Haman,110158319,60234,n,0,(Lumang Tipan) ministro ng Persya emperador na galit sa Hudyo,1,Human
59832,Jacob,110218390,60235,n,0,(Lumang Tipan) anak na lalaki ni Isaac,1,Human
59833,Japheth,110219778,60236,n,0,(Lumang Tipan) anak na lalaki ni Noah,1,Man
59834,Lot,110273669,60237,n,0,(Lumang Tipan) pamangking na lalaki ni Abraham,1,Human
59835,Lot's_wife,110273906,60238,n,0,"(Lumang Tipan) noon sinira ni Diyos ang sodom at Gomorrah, si Lot at kanyang pamilya ay sinabihan tumakas at wag bumalik",1,Human
59836,Shem,110588860,60239,n,0,(Lumang Tipan) pinakamatanda na anak na lalaki ni Noah,1,Man
59837,Simeon,110599068,60240,n,0,(Lumang Tipan) pangalawang anak na lalaki ni Jacob at isa sa mga 12 na patriyarkas ni Israel,1,Human
59838,Bathsheba,110838288,60241,n,0,"(Lumang Tipan) asawa ni Uriah at naging asawa ni king David, si solomon ay anak nila ni David (circa ika-10 siglo BC)",1,Woman
59839,Benjamin,110845050,60242,n,0,(Lumang Tipan) bunso at pinakamahal ni Jacob at Rachel sa mga makakapatid,1,Human
59840,Daniel,110922019,60243,n,0,(Lumang Tipan) isang kabataan na itinapon sa mga leon ngunit nabigyan siya ng banal na proteksyon,1,Human
59841,Delilah,110929116,60245,n,0,(Lumang Tipan) ang pilistino kerida ni samson na tinaksil siya,1,Human
59842,Esau,110961087,60246,n,0,(Lumang Tipan) panganay na lalaki ni Isaac,1,Human
59843,Goliath,111005972,60247,n,0,(Lumang Tipan) isang higanteng pilistine mandirigma na kalaban ni David,1,Human
59844,Ezekias,111049128,60248,n,0,(Lumang Tipan) hari ng Judah na inalis ang idolatrya (715-687 BC),1,Human
59845,Hezekiah,111049128,60249,n,0,(Lumang Tipan) hari ng Judah na inalis ang idolatrya (715-687 BC),1,Human
59846,Isaac,111073586,60250,n,0,"(Lumang Tipan) pangalawang patriyarka, anak na lalaki ni Abraham at Sarah",1,Human
59847,Ishmael,111074573,60252,n,0,(Lumang Tipan) anak na lalaki ni Abraham,1,Human
59848,Issachar,111074870,60253,n,0,(Lumang Tipan) anak na lalaki ni Jacob,1,Human
59849,Jeroboam,111082652,60254,n,0,(Lumang Tipan) unang hari ng kaharian sa hilagang ng Israel na nagdala sakanila pamuntang kasalanan (10th siglo BC),1,Human
59850,Jeroboam_I,111082652,60255,n,0,(Lumang Tipan) unang hari ng kaharian sa hilagang ng Israel na nagdala sakanila pamuntang kasalanan (10th siglo BC),1,Human
59851,Judah,111093469,60260,n,0,(Lumang Tipan) pangapat na anak ni Jacob na isa sa mga forebear ng tribes sa Israel,1,Human
59852,Methuselah,111177370,60261,n,0,(Lumang Tipan) isang patriyarka (lolo ni Noah) na sinasabi nila umabt sa idad na 969,1,Human
59853,Nebuchadnezzar,111202063,60263,n,0,(Lumang Tipan) hari ng Chaldea na sinir ang Jerusalem at pinalayos ang Israelite mula sa Babylonia (630?-562 BC),1,Human
59854,Nebuchadnezzar_II,111202063,60264,n,0,(Lumang Tipan) hari ng Chaldea na sinir ang Jerusalem at pinalayos ang Israelite mula sa Babylonia (630?-562 BC),1,Human
59855,Nebuchadrezzar,111202063,60265,n,0,(Lumang Tipan) hari ng Chaldea na sinir ang Jerusalem at pinalayos ang Israelite mula sa Babylonia (630?-562 BC),1,Human
59856,Nebuchadrezzar_II,111202063,60266,n,0,(Lumang Tipan) hari ng Chaldea na sinir ang Jerusalem at pinalayos ang Israelite mula sa Babylonia (630?-562 BC),1,Human
59857,Nimrod,111202477,60267,n,0,(Lumang Tipan) isang sikat na mangangaso,1,Human
59858,Rachel,111251384,60268,n,0,(Lumang Tipan) pangalawang asawa ni Jacob at ina ni Joseph at Benjamin,1,Human
59859,Rebecca,111255775,60269,n,0,(Lumang Tipan) asawa ng Isaac at ina ng Jacob at Esau,1,Human
59860,Rebekah,111255775,60270,n,0,(Lumang Tipan) asawa ng Isaac at ina ng Jacob at Esau,1,Human
59861,Reuben,111258353,60271,n,0,(Lumang Tipan) isang anak na lalaki ni Jacob at ninuno ng isa sa mga tribes ng Israel,1,Human
59862,Samson,111279648,60272,n,0,(Lumang Tipan),1,Human
59863,Samuel,111279874,60273,n,0,(Lumang Tipan) propetang Hebrew at hukom na nagsabi na si Saul bilang hari,1,Human
59864,Sarah,111281555,60274,n,0,(Lumang Tipan) asawa ni Abraham at ina ni Isaac,1,Human
59865,Saul,111282613,60275,n,0,(Lumang Tipan) ang unang hari ng Israelite na tinalo ang marami kalaban (lalo na sa pilitines),1,Human
59866,Solomon,111307759,60276,n,0,(Lumang Tipan) anak na lalaki ni David at hari ng Israel kilala siya sa kanyang talino (10th siglo BC),1,Human
59867,burning_bush,113118398,60277,n,0,(Lumang Tipan) ang bush na sinunog na hindi nauubusan at kung saan nagkipagusap si God ay Moses,1,FloweringPlant
59868,fire_and_brimstone,114458763,60278,n,0,"(Lumang Tipan) ibigsabihin ni God ay sinain ang mga may kasalanan ""his sermons were full of fire and brimstone""",1,SubjectiveAssessmentAttribute
59869,stacte,115050161,60279,n,0,(Lumang Tipan) isa sa ilang mabango pampalasa na ginagamit sa insenso,1,BodyPart
59941,antiperspirant,102723165,60351,n,0,isang matigas na materyal na pinapahid o nilalagay sa balat para mabawasan ang pagpapawis,1,BiologicallyActiveSubstance
59942,bath oil,102807523,60352,n,0,mabangong langis na nilalagay sa tubig na panligo,1,Mixture
59943,bath salts,102808185,60353,n,0,isang paghahanda na nagpapalambot o nagpapabango sa paliguan,1,Mixture
59944,kosmetik,103113152,60354,n,0,gamit sa panligo na disenyo para mapaganda ang katawan,1,Mixture
59945,ointment,103128519,60355,n,0,gamit sa panligo na binubuo ng iba't ibang uri ng materyal na nasa anyo ng isang makapal na likido na meron nakakaginhawa na epekto sa balat,1,Mixture
59946,deodorant,103176594,60356,n,0,nilalagay sa katawan para matakpan ang mabahong amoy,1,Mixture
59947,hair oil,103475823,60357,n,0,gamit panligo na nilalagay sa buhok,1,Solution
59948,hair spray,103476991,60358,n,0,gamit panligo na iniisprey sa buhok para manatili ito sa lugar,1,Solution
59951,pulbo,103994008,60362,n,0,kahit anong bagay na pang kosmetik na nasa anyong pulbos,1,Substance
59952,shaving cream,104186051,60363,n,0,gamit panligo na ginagamit bago magahit,1,Solution
59953,shaving foam,104186268,60364,n,0,nilalagay sa isang parte ng katawan bago ito ahitin,1,Artifact
59954,abraham,110807487,60365,n,18,unang patriyarka ng Lumang Tipan at ama ni Isaac,1,Human
59955,ibrahim,110807487,60366,n,18,unang patriyarka ng Lumang Tipan at ama ni Isaac,1,Human
59956,noah,111208431,60367,n,18,isang patriyarka sa Hebrew na linigtas ang sarili niya at kanyang pamilya at ang mga hayop sa pamamagitan ng paggawa ng isang malaking barko,1,Human
59957,elijah,110956612,60368,n,18,propeta sa Hebrew ng Lumang Tipan na lumaban sa pagsamba sa mga idolo,1,Human
59958,tagapagsalba,110553805,60375,n,18,tao na lumiligtas ng ibang tao mula sa mga masasama na nangyayari,1,SocialRole
59959,tagasagip,110553805,60376,n,18,tao na lumiligtas ng ibang tao mula sa mga masasama na nangyayari,1,SocialRole
59960,christ,111083656,60377,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59961,jesus,111083656,60378,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59962,tagapagliktas,111083656,60379,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59963,jesus christ,111083656,60380,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59964,jesus of nazareth,111083656,60381,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59965,the nazarene,111083656,60382,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59966,good shepherd,111083656,60383,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59979,hesus,111083656,60403,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59980,kristo,111083656,60404,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59981,hesukristo,111083656,60405,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59982,hesus ng nazareth,111083656,60406,n,18,"guro at propeta na ipinanganak sa Bethlehem at magalaw sa Nazareth, ang buhay niya ay nagsisilbing Kristyan (circa 4 BC - AD 29)",1,Human
59968,malachi,111150973,60387,n,18,isang mababang propeta sa Hebrew,1,Human
59969,malachias,111150973,60388,n,18,isang mababang propeta sa Hebrew,1,Human
59968,malachi,106441464,60390,n,10,isang libro sa Luman Tipan na naglalaman ng mgahula ni Malachi,1,Text
59969,malachias,106441464,60391,n,10,isang libro sa Luman Tipan na naglalaman ng mgahula ni Malachi,1,Text
59970,book of malachi,106441464,60389,n,10,isang libro sa Luman Tipan na naglalaman ng mgahula ni Malachi,1,Text
59971,manes,111153783,60392,n,18,isang propeta sa Persyan na nakahanap ng Manichaeism (216-276),1,Human
59972,mahomet,111184092,60395,n,18,"isang propeta sa Arab, ayon sa Islam ay kuling mensahero ng Allah (570-632)",1,Human
59973,mahound,111184092,60396,n,18,"isang propeta sa Arab, ayon sa Islam ay kuling mensahero ng Allah (570-632)",1,Human
59974,mohammad,111184092,60397,n,18,"isang propeta sa Arab, ayon sa Islam ay kuling mensahero ng Allah (570-632)",1,Human
59975,mohammed,111184092,60398,n,18,"isang propeta sa Arab, ayon sa Islam ay kuling mensahero ng Allah (570-632)",1,Human
59976,muhammad,111184092,60399,n,18,"isang propeta sa Arab, ayon sa Islam ay kuling mensahero ng Allah (570-632)",1,Human
59977,mormon,110248542,60400,n,18,isang miyembro ng simbahan ni hesukristo ng Latter-Day Saints,1,ReligiousOrganization
59978,latter-day saint,110248542,60401,n,18,isang miyembro ng simbahan ni hesukristo ng Latter-Day Saints,1,ReligiousOrganization
59977,mormon,111191475,60402,n,18,isang propeta noon sinaunang panahon,1,Human
59983,benedict XIV,110844031,60409,n,18,papa na patron ng sining,1,Pope
59984,prospero lambertini,110844031,60410,n,18,papa na patron ng sining,1,Pope
59985,benedict XV,110844231,60411,n,18,papa na gumawa ng serbisyong Vatican para sa mga nakakulong,1,Pope
59986,giacomo della chiesa,110844231,60412,n,18,papa na gumawa ng serbisyong Vatican para sa mga nakakulong,1,Pope
59987,benedetto caetani,110856799,60413,n,18,papa na nagdeklare na ang prinsesa ng Katoliko ay depente sa papa ng temporal,1,Pope
59988,boniface viii,110856799,60414,n,18,papa na nagdeklare na ang prinsesa ng Katoliko ay depente sa papa ng temporal,1,Pope
59989,calixtus ii,110879789,60415,n,18,papa na noon 1122 na nagsabi kay Henry V na pwede sila magsabi kung sino ang magiging lider nila (namatay noon 1124),1,Pope
59990,guy of burgundy,110879789,60416,n,18,papa na noon 1122 na nagsabi kay Henry V na pwede sila magsabi kung sino ang magiging lider nila (namatay noon 1124),1,Pope
59991,alfonso borgia,110880024,60417,n,18,papa ng Italyano na ang kanyang nepotism ay sanhi ng pamilya ng Borgia na maging malakas sa Italya (1378-1458),1,Human
59992,calixtus iii,110880024,60418,n,18,papa ng Italyano na ang kanyang nepotism ay sanhi ng pamilya ng Borgia na maging malakas sa Italya (1378-1458),1,Human
59993,clement vii,110901192,60419,n,18,papa sa Italya,1,Pope
59994,giulio de' medict,110901192,60420,n,18,papa sa Italya,1,Pope
59995,clement xi,110901420,60421,n,18,Italyanong papa,1,Pope
59996,giovanni francesco albani,110901420,60422,n,18,Italyanong papa,1,Pope
59997,clement xiv,110901589,60423,n,18,Italyanong papa,1,Pope
59998,lorenzo ganganelli,110901589,60424,n,18,Italyanong papa,1,Pope
59999,innocent iii,111071960,60425,n,18,Italyanong papa mula 1198-1216 na gumawa ng Fourth Crusade,1,Human
60000,lotario di segni,111071960,60426,n,18,Italyanong papa mula 1198-1216 na gumawa ng Fourth Crusade,1,Human
60001,innocent xiii,111072189,60427,n,18,Italyanong papa mula 1484-1492 na kilala bilang isang nepotist,1,Pope
60002,giovanni battista cibo,111072189,60428,n,18,Italyanong papa mula 1484-1492 na kilala bilang isang nepotist,1,Pope
60003,benedetto odescalchi,111072396,60429,n,18,Italyanong papa mula 1676-1689 na ang kanyang papacy ay minarkahan ni Louis XIV ng Pranses,1,Pope
60004,innocent xi,111072396,60430,n,18,Italyanong papa mula 1676-1689 na ang kanyang papacy ay minarkahan ni Louis XIV ng Pranses,1,Pope
60005,antonio pignatelli,111072673,60431,n,18,Italyanong papa mula 1691-1700 na inalis ang nepotism,1,Pope
60006,innocent xii,111072673,60432,n,18,Italyanong papa mula 1691-1700 na inalis ang nepotism,1,Pope
60007,angelo guiseppe roncalli,111086607,60433,n,18,Italyanong papa mula 1958-1963 na nagconvoke ng ikalawang Vatican Konseho (1881-1963),1,Pope
60008,john xxiii,111086607,60434,n,18,Italyanong papa mula 1958-1963 na nagconvoke ng ikalawang Vatican Konseho (1881-1963),1,Pope
60009,albino luciano,111087612,60435,n,18,unang papa na nakakuha ng dalawang pangalan,1,Human
60010,john paul i,111087612,60436,n,18,unang papa na nakakuha ng dalawang pangalan,1,Human
60011,john paul ii,111087767,60437,n,18,unang papa na ipinangnak sa Poland,1,Human
60012,karol wojtyla,111087767,60438,n,18,unang papa na ipinangnak sa Poland,1,Human
60015,leo iii,111127419,60441,n,18,Italyanong papa mula 795-816,1,Human
60016,leo x,111127752,60442,n,18,anak na lalaki ni Lorenzo de'Medici at papa mula 1513-1521,1,Human
60017,giovanni de'medici,111127752,60443,n,18,anak na lalaki ni Lorenzo de'Medici at papa mula 1513-1521,1,Human
60018,leo xiii,111127996,60444,n,18,Italyanong papa mula 1878-1903,1,Pope
60019,gioacchino pecci,111127996,60445,n,18,Italyanong papa mula 1878-1903,1,Pope
60020,giovanni vincenzo pecci,111127996,60446,n,18,Italyanong papa mula 1878-1903,1,Pope
60021,martin v,111160200,60447,n,18,Italyanong papa mula 1417-1431,1,Pope
60022,oddone colonna,111160200,60448,n,18,Italyanong papa mula 1417-1431,1,Pope
60023,nicholas v,111202322,60449,n,18,Italyanong papa mula 1447-1455 na nakatuklas ng Librerya sa Vatican (1397-1455),1,Pope
60024,tomasso parentucelli,111202322,60450,n,18,Italyanong papa mula 1447-1455 na nakatuklas ng Librerya sa Vatican (1397-1455),1,Pope
60025,paul iii,111226126,60451,n,18,Italyanong papa mula 1534-1549,1,Pope
60026,alessandro farnese,111226126,60452,n,18,Italyanong papa mula 1534-1549,1,Pope
60027,paul vi,111226427,60453,n,18,Italyanong papa mula 1963-1978,1,Pope
60028,giovanni battista montini,111226427,60454,n,18,Italyanong papa mula 1963-1978,1,Pope
60029,pius ii,111236852,60455,n,18,Italyanong papa mula 1458-1464,1,Human
60030,aeneas silvius,111236852,60456,n,18,Italyanong papa mula 1458-1464,1,Human
60031,enea silvio piccolomini,111236852,60457,n,18,Italyanong papa mula 1458-1464,1,Human
60032,pius v,111237075,60458,n,18,Italyanong papa mula 1566-1572,1,Human
60033,antonio ghislieri,111237075,60459,n,18,Italyanong papa mula 1566-1572,1,Human
60034,pius vi,111237275,60460,n,18,Italyanong papa mula 1775-1799,1,Pope
60035,giannangelo braschi,111237275,60461,n,18,Italyanong papa mula 1775-1799,1,Pope
60036,giovanni angelo braschi,111237275,60462,n,18,Italyanong papa mula 1775-1799,1,Pope
60037,pius vii,111237550,60463,n,18,Italyanong papa mula 1800-1823,1,Human
60038,barnaba chiaramonti,111237550,60464,n,18,Italyanong papa mula 1800-1823,1,Human
60039,luigi barnaba gregorio chiaramonti,111237550,60465,n,18,Italyanong papa mula 1800-1823,1,Human
60040,pius ix,111237868,60466,n,18,Italyanong papa mula 1846-1878,1,Pope
60041,giovanni maria mastai-ferretti,111237868,60467,n,18,Italyanong papa mula 1846-1878,1,Pope
60042,giovanni mastai-ferretti,111237868,60468,n,18,Italyanong papa mula 1846-1878,1,Pope
60043,pius x,111238092,60469,n,18,papa nagkondena ng relihiyon makabago,1,Human
60044,giuseppe melchiorre sarto,111238092,60470,n,18,papa nagkondena ng relihiyon makabago,1,Human
60045,giuseppe sarto,111238092,60471,n,18,papa nagkondena ng relihiyon makabago,1,Human
60046,pius xi,111238303,60472,n,18,papa na nagsignatura para sa independiyente ng lungsod Vatican (1857-1939),1,Human
60047,achille ratti,111238303,60473,n,18,papa na nagsignatura para sa independiyente ng lungsod Vatican (1857-1939),1,Human
60048,ambrogio damiano achille ratti,111238303,60474,n,18,papa na nagsignatura para sa independiyente ng lungsod Vatican (1857-1939),1,Human
60049,pius xii,111238511,60475,n,18,papa na pinatili ang neutrality ng ikalawang digmaan pangdaigdig,1,Human
60050,eugenio pacelli,111238511,60476,n,18,papa na pinatili ang neutrality ng ikalawang digmaan pangdaigdig,1,Human
60051,sixtus iv,111304139,60477,n,18,Italyanong papa mula 1471-1484,1,Pope
60052,fracesco della rovere,111304139,60478,n,18,Italyanong papa mula 1471-1484,1,Pope
60053,gerbert,111327398,60479,n,18,papa sa Pranses mula 999-1003 kilala siya dahil malawak ang alam niya (945-1003),1,Pope
60054,sylvester ii,111327398,60480,n,18,papa sa Pranses mula 999-1003 kilala siya dahil malawak ang alam niya (945-1003),1,Pope
60055,urban ii,111356636,60481,n,18,papa ng Pranses mula 1088-1099,1,Human
60056,odo,111356636,60482,n,18,papa ng Pranses mula 1088-1099,1,Human
60057,odo of lagery,111356636,60483,n,18,papa ng Pranses mula 1088-1099,1,Human
60058,otho,111356636,60484,n,18,papa ng Pranses mula 1088-1099,1,Human
60059,otho of lagery,111356636,60485,n,18,papa ng Pranses mula 1088-1099,1,Human
60060,urban v,111356822,60486,n,18,papa sa Pranses mula 1362-1370,1,Pope
60061,guillaume de grimoard,111356822,60487,n,18,papa sa Pranses mula 1362-1370,1,Pope
60062,urban vi,111357086,60488,n,18,Italyanong papa mula 1378-1389,1,Human
60063,bartolomeo prignano,111357086,60489,n,18,Italyanong papa mula 1378-1389,1,Human
60064,urban viii,111357332,60490,n,18,Italyanong papa mula 1623-1644,1,Pope
60065,maffeo barberini,111357332,60491,n,18,Italyanong papa mula 1623-1644,1,Pope
60066,beatles,108369920,60492,n,14,isang grupo na rock mula sa Liverpool na sa taong ng 1962-1970 ay maganda ang kanilang resulta sa musika,1,Organization
60068,bushnell,110876160,60496,n,18,imbentor sa Amerika na noon 1775 ay disisenyo ang submarine,1,Human
60069,david bushnell,110876160,60497,n,18,imbentor sa Amerika na noon 1775 ay disisenyo ang submarine,1,Human
60070,father of the submarine,110876160,60498,n,18,imbentor sa Amerika na noon 1775 ay disisenyo ang submarine,1,Human
60071,cartwright,109898692,60499,n,18,isang trabahador na gumagawa at tagaayos ng kotse,1,Position
60071,cartwright,110885352,60500,n,18,isang tao sa Ingles na nagimbento ng power loom (1743-1823),1,Human
60072,edmund cartwright,110885352,60501,n,18,isang tao sa Ingles na nagimbento ng power loom (1743-1823),1,Human
60073,daguerre,110920832,60502,n,18,imbentor ng unang praktikal na proseso sa photography,1,Human
60074,louis jacques mande daguerre,110920832,60503,n,18,imbentor ng unang praktikal na proseso sa photography,1,Human
60075,eastman,110947628,60504,n,18,imbentor ng prosesong dry-plate para sa paggawa ng photographic penikula sa Estados Unidos,1,Human
60076,george eastman,110947628,60505,n,18,imbentor ng prosesong dry-plate para sa paggawa ng photographic penikula sa Estados Unidos,1,Human
60077,fulton,110985838,60506,n,18,imbentor sa Estados Unidos na dinisenyo ang unang steamboat para sa Komersyal,1,Human
60078,robert fulton,110985838,60507,n,18,imbentor sa Estados Unidos na dinisenyo ang unang steamboat para sa Komersyal,1,Human
60079,gatling,110992192,60508,n,18,imbentor ng unang baril na tuloy tuloy tumira sa Estados Unidos,1,Human
60080,richard jordan gatling,110992192,60509,n,18,imbentor ng unang baril na tuloy tuloy tumira sa Estados Unidos,1,Human
60081,gillette,111000172,60510,n,18,imbentor sa Estados Unidos at gumawa ng kaligtasang pang-ahit,1,Human
60082,king camp gillete,111000172,60511,n,18,imbentor sa Estados Unidos at gumawa ng kaligtasang pang-ahit,1,Human
60083,goldmark,111005050,60512,n,18,imbentor ng unang pagbroadcast ng tv sa Estados Unidos (ipinanganak sa Hungary),1,Human
60084,peter carl goldmark,111005050,60513,n,18,imbentor ng unang pagbroadcast ng tv sa Estados Unidos (ipinanganak sa Hungary),1,Human
60085,peter goldmark,111005050,60514,n,18,imbentor ng unang pagbroadcast ng tv sa Estados Unidos (ipinanganak sa Hungary),1,Human
60086,goodyear,111007620,60515,n,18,imbentor ng vulcanized rubber sa Estados Unidos (1800-1860),1,Human
60087,charles goodyear,111007620,60516,n,18,imbentor ng vulcanized rubber sa Estados Unidos (1800-1860),1,Human
60088,hargreaves,111029005,60517,n,18,Ingles imbentor ng spinning jenny (1720-1778),1,Human
60089,james hargreaves,111029005,60518,n,18,Ingles imbentor ng spinning jenny (1720-1778),1,Human
60090,hollerith,111056466,60520,n,18,imbentor sa Estados Unidos na gumawa ng isang sistema para irekord ang mga inpormasyon ng alpanumeriko,1,Human
60091,herman hollerith,111056466,60521,n,18,imbentor sa Estados Unidos na gumawa ng isang sistema para irekord ang mga inpormasyon ng alpanumeriko,1,Human
60095,jacquard,111078203,60528,n,18,imbentor sa Pranses na gumawa ng jacquard,1,Human
60096,joseph m. jacquard,111078203,60529,n,18,imbentor sa Pranses na gumawa ng jacquard,1,Human
60097,joseph marie jacquard,111078203,60530,n,18,imbentor sa Pranses na gumawa ng jacquard,1,Human
60098,land,111115558,60531,n,18,imbentor sa Estados Unidos na gumawa ng unang proseso para sa photographic,1,Human
60099,din land,111115558,60532,n,18,imbentor sa Estados Unidos na gumawa ng unang proseso para sa photographic,1,Human
60100,edwin herbert land,111115558,60533,n,18,imbentor sa Estados Unidos na gumawa ng unang proseso para sa photographic,1,Human
60101,mauser,103732020,60537,n,6,platandaan ng isang baril,1,Weapon
60101,mauser,111165854,60538,n,18,gumagawa ng armas sa Aleman at imbentor ng tuloy-tuloy na baril,1,Human
60102,p. p. von mauser,111165854,60539,n,18,gumagawa ng armas sa Aleman at imbentor ng tuloy-tuloy na baril,1,Human
60103,peter paul mauser,111165854,60540,n,18,gumagawa ng armas sa Aleman at imbentor ng tuloy-tuloy na baril,1,Human
60104,von mauser,111165854,60541,n,18,gumagawa ng armas sa Aleman at imbentor ng tuloy-tuloy na baril,1,Human
60106,mccormick,111168645,60544,n,18,imbentor at tagagawa ng makinang pan-ani sa Estados Unidos (1809-1884),1,Human
60107,cyrus hall mccormick,111168645,60545,n,18,imbentor at tagagawa ng makinang pan-ani sa Estados Unidos (1809-1884),1,Human
60108,cyrus mccormick,111168645,60546,n,18,imbentor at tagagawa ng makinang pan-ani sa Estados Unidos (1809-1884),1,Human
60109,mergenthaler,111176230,60547,n,18,imbentor ng makinang Linotype sa Estados Unidos (ipinanganak sa Aleman) (1854-1899),1,Human
60110,ottmar mergenthaler,111176230,60548,n,18,imbentor ng makinang Linotype sa Estados Unidos (ipinanganak sa Aleman) (1854-1899),1,Human
60116,genus otis,102019044,60555,n,5,isang genus na ibon sa Europa,1,Bird
60117,otis,102019044,60556,n,5,isang genus na ibon sa Europa,1,Bird
60117,otis,111218290,60557,n,18,imbentor at tagagawa ng unang elebador na may kasamang kaligtasan na kagamitan sa Estados Unidos (1811-1861),1,Human
